Train_No,Confirmed,Waiting
3209,Yes,Yes
3210,No,Yes
3211,Yes,Yes
3212,No,Yes
3213,No,No
3214,Yes,Yes
3215,Yes,Yes
3216,Yes,No
3217,Yes,Yes
3218,Yes,No
3219,No,No
3220,No,Yes
3221,No,Yes
3222,Yes,No
3223,Yes,Yes
3224,No,No
3225,Yes,Yes
3226,Yes,No
3227,Yes,Yes
3228,Yes,No
3229,Yes,Yes
3230,No,No
3231,No,No
3232,No,No
3233,Yes,Yes
3234,No,Yes
3235,No,Yes
3236,Yes,No
3237,No,No
3238,No,Yes
3239,Yes,Yes
3240,Yes,No
3241,Yes,No
3242,No,No
3243,Yes,No
3244,Yes,No
3245,No,Yes
3246,No,No
3247,Yes,No
3248,No,Yes
3249,Yes,Yes
3250,No,Yes
3251,Yes,No
3252,Yes,No
3253,Yes,No
3254,Yes,Yes
3255,Yes,No
3256,No,Yes
3257,No,Yes
3258,No,Yes
3259,Yes,Yes
3260,No,Yes
3261,No,No
3262,Yes,No
3263,No,No
3264,No,Yes
3265,Yes,No
3266,Yes,Yes
3267,No,Yes
3268,No,Yes
3269,Yes,No
3270,Yes,Yes
3271,Yes,No
3272,No,No
3273,No,Yes
3274,No,No
3275,Yes,Yes
3276,Yes,Yes
3277,No,Yes
3278,No,Yes
3279,Yes,Yes
3280,No,No
3281,No,Yes
3282,No,No
3283,Yes,No
3284,No,Yes
3285,No,No
3286,Yes,Yes
3287,Yes,Yes
3288,No,No
3289,No,No
3290,Yes,Yes
3291,Yes,No
3292,Yes,No
3293,No,Yes
3294,No,Yes
3295,Yes,No
3296,No,Yes
3297,Yes,Yes
3298,No,Yes
3299,Yes,Yes
3300,Yes,Yes
3301,No,No
3302,No,No
3303,Yes,Yes
3304,No,No
3305,No,Yes
3306,Yes,Yes
3307,Yes,Yes
3308,No,No
3309,No,No
3310,Yes,Yes
3311,No,No
3312,Yes,No
3313,No,Yes
3314,No,Yes
3315,Yes,No
3316,Yes,Yes
3317,No,Yes
3318,No,No
3319,Yes,No
3320,No,No
3321,Yes,Yes
3322,Yes,Yes
3323,No,Yes
3324,Yes,No
3325,Yes,No
3326,No,No
3327,Yes,No
3328,Yes,Yes
3329,No,No
3330,No,Yes
3331,Yes,No
3332,Yes,Yes
3333,No,Yes
3334,Yes,Yes
3335,Yes,No
3336,Yes,No
3337,No,Yes
3338,No,No
3339,No,Yes
3340,Yes,No
3341,Yes,Yes
3342,Yes,No
3343,No,No
3344,Yes,No
3345,No,Yes
3346,Yes,Yes
3347,Yes,Yes
3348,Yes,No
3349,Yes,No
3350,Yes,Yes
3351,No,Yes
3352,No,Yes
3353,Yes,No
3354,No,Yes
3355,Yes,No
3356,No,No
3357,Yes,No
3358,No,No
3359,Yes,Yes
3360,Yes,No
3361,Yes,Yes
3362,Yes,Yes
3363,No,Yes
3364,Yes,Yes
3365,No,No
3366,No,No
3367,No,No
3368,No,No
3369,Yes,No
3370,Yes,No
3371,No,No
3372,Yes,No
3373,Yes,No
3374,No,Yes
3375,No,No
3376,No,Yes
3377,No,No
3378,Yes,No
3379,No,Yes
3380,No,No
3381,Yes,Yes
3382,Yes,Yes
3383,No,Yes
3384,Yes,Yes
3385,No,No
3386,Yes,Yes
3387,No,No
3388,Yes,No
3389,Yes,No
3390,No,Yes
3391,No,Yes
3392,No,No
3393,Yes,Yes
3394,Yes,No
3395,No,No
3396,No,Yes
3397,Yes,Yes
3398,Yes,No
3399,Yes,Yes
3400,No,Yes
3401,No,Yes
3402,Yes,No
3403,Yes,No
3404,No,No
3405,Yes,No
3406,No,Yes
3407,No,Yes
3408,No,No
3409,Yes,No
3410,No,No
3411,No,Yes
3412,No,No
3413,Yes,No
3414,Yes,No
3415,Yes,No
3416,No,Yes
3417,Yes,No
3418,No,No
3419,No,Yes
3420,No,Yes
3421,No,Yes
3422,Yes,No
3423,Yes,Yes
3424,Yes,No
3425,No,No
3426,No,No
3427,No,No
3428,Yes,Yes
3429,No,Yes
3430,No,Yes
3431,Yes,No
3432,No,Yes
3433,No,No
3434,Yes,No
3435,Yes,No
3436,Yes,Yes
3437,Yes,Yes
3438,No,No
3439,No,Yes
3440,No,No
3441,No,No
3442,Yes,No
3443,No,No
3444,No,Yes
3445,Yes,Yes
3446,Yes,No
3447,No,Yes
3448,Yes,No
3449,Yes,No
3450,No,Yes
3451,Yes,No
3452,No,Yes
3453,Yes,Yes
3454,No,Yes
3455,No,Yes
3456,Yes,No
3457,Yes,Yes
3458,No,Yes
3459,Yes,No
3460,Yes,Yes
3461,Yes,No
3462,No,Yes
3463,Yes,Yes
3464,Yes,No
3465,Yes,No
3466,No,No
3467,No,No
3468,No,No
3469,No,No
3470,No,No
3471,No,Yes
3472,Yes,No
3473,Yes,No
3474,Yes,Yes
3475,No,Yes
3476,Yes,Yes
3477,No,Yes
3478,No,No
3479,No,No
3480,No,Yes
3481,No,No
3482,Yes,Yes
3483,No,No
3484,Yes,No
3485,No,Yes
3486,Yes,Yes
3487,Yes,Yes
3488,Yes,Yes
3489,Yes,Yes
3490,No,No
3491,Yes,Yes
3492,No,No
3493,Yes,Yes
3494,No,Yes
3495,Yes,No
3496,No,Yes
3497,No,No
3498,Yes,Yes
3499,Yes,No
3500,Yes,No
3501,Yes,No
3502,No,Yes
3503,No,No
3504,Yes,Yes
3505,No,No
3506,Yes,Yes
3507,No,Yes
3508,No,No
3509,Yes,No
3510,No,No
3511,Yes,Yes
3512,Yes,Yes
3513,Yes,Yes
3514,Yes,No
3515,Yes,Yes
3516,No,No
3517,No,Yes
3518,No,Yes
3519,No,No
3520,Yes,Yes
3521,No,Yes
3522,No,No
3523,No,Yes
3524,Yes,Yes
3525,No,No
3526,Yes,Yes
3527,Yes,Yes
3528,Yes,Yes
3529,No,Yes
3530,Yes,Yes
3531,No,No
3532,No,Yes
3533,Yes,No
3534,No,No
3535,No,Yes
3536,No,Yes
3537,No,No
3538,No,Yes
3539,Yes,No
3540,No,Yes
3541,Yes,No
3542,Yes,No
3543,Yes,No
3544,Yes,Yes
3545,Yes,No
3546,No,Yes
3547,Yes,No
3548,No,Yes
3549,No,No
3550,No,No
3551,Yes,No
3552,No,Yes
3553,Yes,No
3554,No,No
3555,Yes,No
3556,No,No
3557,No,Yes
3558,Yes,Yes
3559,No,No
3560,Yes,No
3561,No,No
3562,No,No
3563,No,Yes
3564,No,No
3565,No,Yes
3566,Yes,Yes
3567,Yes,No
3568,Yes,Yes
3569,Yes,No
3570,Yes,No
3571,Yes,Yes
3572,Yes,Yes
3573,No,Yes
3574,Yes,Yes
3575,No,No
3576,No,Yes
3577,No,No
3578,Yes,Yes
3579,Yes,No
3580,No,No
3581,Yes,Yes
3582,No,Yes
3583,No,No
3584,No,No
3585,Yes,No
3586,No,Yes
3587,Yes,No
3588,No,Yes
3589,No,No
3590,Yes,Yes
3591,No,No
3592,No,No
3593,Yes,Yes
3594,No,No
3595,Yes,No
3596,No,No
3597,No,No
3598,Yes,No
3599,No,No
3600,Yes,Yes
3601,Yes,No
3602,Yes,Yes
3603,Yes,Yes
3604,Yes,Yes
3605,No,Yes
3606,Yes,Yes
3607,No,Yes
3608,Yes,Yes
3609,No,No
3610,Yes,No
3611,No,Yes
3612,No,Yes
3613,Yes,No
3614,Yes,No
3615,Yes,No
3616,Yes,Yes
3617,No,No
3618,No,No
3619,No,Yes
3620,No,No
3621,Yes,Yes
3622,Yes,No
3623,Yes,No
3624,Yes,No
3625,No,Yes
3626,Yes,Yes
3627,No,No
3628,No,Yes
3629,Yes,No
3630,No,No
3631,Yes,No
3632,Yes,Yes
3633,Yes,No
3634,Yes,Yes
3635,No,Yes
3636,No,No
3637,No,No
3638,Yes,No
3639,Yes,Yes
3640,No,Yes
3641,Yes,No
3642,Yes,No
3643,No,Yes
3644,Yes,No
3645,Yes,No
3646,No,No
3647,Yes,No
3648,No,Yes
3649,No,No
3650,No,No
3651,No,Yes
3652,No,No
3653,Yes,Yes
3654,No,Yes
3655,No,No
3656,No,Yes
3657,No,No
3658,No,No
3659,No,No
3660,Yes,Yes
3661,No,No
3662,Yes,No
3663,No,No
3664,Yes,No
3665,Yes,Yes
3666,Yes,Yes
3667,No,Yes
3668,No,Yes
3669,Yes,Yes
3670,No,Yes
3671,No,No
3672,Yes,No
3673,Yes,No
3674,No,No
3675,Yes,Yes
3676,No,Yes
3677,Yes,No
3678,Yes,No
3679,Yes,No
3680,No,No
3681,No,No
3682,No,No
3683,Yes,No
3684,No,No
3685,No,Yes
3686,Yes,No
3687,No,No
3688,No,Yes
3689,No,No
3690,No,No
3691,No,Yes
3692,No,Yes
3693,No,No
3694,No,Yes
3695,Yes,No
3696,No,Yes
3697,No,Yes
3698,Yes,Yes
3699,No,Yes
3700,No,No
3701,Yes,No
3702,No,No
3703,Yes,Yes
3704,Yes,No
3705,No,No
3706,Yes,Yes
3707,No,Yes
3708,No,No
3709,No,No
3710,Yes,Yes
3711,Yes,Yes
3712,Yes,Yes
3713,Yes,No
3714,No,No
3715,No,Yes
3716,No,No
3717,Yes,No
3718,No,No
3719,Yes,Yes
3720,Yes,Yes
3721,Yes,Yes
3722,Yes,Yes
3723,Yes,No
3724,Yes,Yes
3725,Yes,No
3726,Yes,Yes
3727,Yes,Yes
3728,No,Yes
3729,Yes,No
3730,Yes,No
3731,Yes,No
3732,Yes,Yes
3733,No,No
3734,Yes,No
3735,Yes,No
3736,No,Yes
3737,Yes,No
3738,Yes,Yes
3739,No,Yes
3740,No,No
3741,No,Yes
3742,Yes,Yes
3743,No,Yes
3744,No,No
3745,Yes,Yes
3746,No,Yes
3747,Yes,Yes
3748,No,Yes
3749,No,No
3750,No,Yes
3751,No,No
3752,Yes,Yes
3753,No,Yes
3754,Yes,No
3755,Yes,No
3756,No,No
3757,No,Yes
3758,No,Yes
3759,Yes,Yes
3760,No,No
3761,Yes,Yes
3762,Yes,Yes
3763,No,Yes
3764,No,Yes
3765,Yes,Yes
3766,Yes,Yes
3767,No,No
3768,Yes,Yes
3769,No,Yes
3770,Yes,Yes
3771,No,No
3772,No,No
3773,Yes,Yes
3774,No,No
3775,No,No
3776,Yes,No
3777,Yes,Yes
3778,Yes,No
3779,Yes,No
3780,No,No
3781,Yes,Yes
3782,Yes,No
3783,No,Yes
3784,Yes,Yes
3785,Yes,No
3786,No,Yes
3787,No,Yes
3788,Yes,Yes
3789,Yes,Yes
3790,No,No
3791,Yes,No
3792,No,Yes
3793,Yes,No
3794,No,No
3795,No,No
3796,Yes,Yes
3797,Yes,Yes
3798,Yes,Yes
3799,No,Yes
3800,No,No
3801,Yes,Yes
3802,Yes,No
3803,No,No
3804,Yes,No
3805,Yes,No
3806,Yes,No
3807,Yes,Yes
3808,No,No
3809,No,Yes
3810,Yes,Yes
3811,No,No
3812,Yes,No
3813,No,No
3814,No,No
3815,No,Yes
3816,Yes,Yes
3817,No,No
3818,No,No
3819,Yes,Yes
3820,No,Yes
3821,No,Yes
3822,No,Yes
3823,No,Yes
3824,Yes,Yes
3825,No,Yes
3826,Yes,Yes
3827,No,Yes
3828,Yes,No
3829,No,Yes
3830,No,No
3831,No,Yes
3832,Yes,No
3833,Yes,No
3834,Yes,Yes
3835,No,No
3836,No,No
3837,Yes,Yes
3838,No,No
3839,No,Yes
3840,Yes,No
3841,No,Yes
3842,Yes,Yes
3843,No,No
3844,No,No
3845,Yes,Yes
3846,No,Yes
3847,No,Yes
3848,Yes,No
3849,Yes,No
3850,Yes,Yes
3851,Yes,Yes
3852,No,Yes
3853,Yes,No
3854,Yes,Yes
3855,Yes,Yes
3856,Yes,No
3857,No,Yes
3858,Yes,No
3859,No,Yes
3860,Yes,Yes
3861,Yes,No
3862,No,Yes
3863,Yes,Yes
3864,Yes,Yes
3865,Yes,No
3866,Yes,Yes
3867,No,Yes
3868,Yes,No
3869,No,Yes
3870,No,Yes
3871,Yes,Yes
3872,No,Yes
3873,No,Yes
3874,Yes,Yes
3875,Yes,Yes
3876,No,Yes
3877,No,No
3878,Yes,Yes
3879,Yes,No
3880,No,Yes
3881,No,No
3882,No,No
3883,Yes,No
3884,Yes,No
3885,No,Yes
3886,Yes,No
3887,Yes,Yes
3888,Yes,No
3889,No,No
3890,No,No
3891,Yes,Yes
3892,Yes,No
3893,No,Yes
3894,Yes,Yes
3895,Yes,Yes
3896,Yes,Yes
3897,Yes,Yes
3898,No,Yes
3899,No,Yes
3900,No,No
3901,Yes,Yes
3902,No,Yes
3903,No,Yes
3904,No,No
3905,Yes,Yes
3906,No,No
3907,No,Yes
3908,Yes,Yes
3909,No,Yes
3910,No,Yes
3911,Yes,No
3912,No,No
3913,No,No
3914,No,No
3915,Yes,No
3916,No,No
3917,Yes,No
3918,No,No
3919,Yes,No
3920,No,Yes
3921,No,Yes
3922,Yes,Yes
3923,No,Yes
3924,Yes,Yes
3925,Yes,Yes
3926,No,Yes
3927,No,Yes
3928,No,Yes
3929,Yes,No
3930,Yes,Yes
3931,Yes,No
3932,Yes,Yes
3933,No,Yes
3934,Yes,Yes
3935,Yes,Yes
3936,No,Yes
3937,No,No
3938,Yes,Yes
3939,Yes,Yes
3940,Yes,Yes
3941,No,Yes
3942,Yes,Yes
3943,No,Yes
3944,No,Yes
3945,Yes,No
3946,No,Yes
3947,Yes,Yes
3948,No,No
3949,Yes,Yes
3950,Yes,Yes
3951,No,Yes
3952,Yes,No
3953,No,Yes
3954,Yes,Yes
3955,No,No
3956,No,No
3957,Yes,Yes
3958,Yes,Yes
3959,Yes,No
3960,Yes,Yes
3961,Yes,No
3962,No,No
3963,No,Yes
3964,Yes,No
3965,Yes,Yes
3966,No,No
3967,Yes,Yes
3968,Yes,Yes
3969,No,Yes
3970,Yes,No
3971,Yes,No
3972,Yes,No
3973,Yes,Yes
3974,No,Yes
3975,Yes,No
3976,Yes,Yes
3977,Yes,No
3978,Yes,No
3979,Yes,No
3980,No,Yes
3981,No,No
3982,Yes,Yes
3983,Yes,No
3984,No,Yes
3985,Yes,Yes
3986,Yes,No
3987,Yes,No
3988,No,Yes
3989,Yes,No
3990,No,Yes
3991,No,Yes
3992,Yes,Yes
3993,Yes,No
3994,Yes,Yes
3995,Yes,Yes
3996,Yes,Yes
3997,No,No
3998,Yes,No
3999,No,Yes
4000,Yes,No
4001,Yes,Yes
4002,Yes,No
4003,Yes,Yes
4004,Yes,Yes
4005,No,No
4006,No,Yes
4007,Yes,Yes
4008,No,Yes
4009,No,No
4010,No,No
4011,No,Yes
4012,Yes,No
4013,No,Yes
4014,Yes,No
4015,No,No
4016,Yes,No
4017,Yes,Yes
4018,No,Yes
4019,Yes,Yes
4020,Yes,No
4021,No,Yes
4022,Yes,No
4023,Yes,No
4024,No,No
4025,No,No
4026,Yes,No
4027,No,Yes
4028,Yes,No
4029,No,Yes
4030,Yes,Yes
4031,Yes,Yes
4032,Yes,Yes
4033,No,Yes
4034,No,No
4035,No,Yes
4036,Yes,No
4037,No,Yes
4038,Yes,No
4039,No,No
4040,Yes,No
4041,No,No
4042,Yes,Yes
4043,Yes,Yes
4044,No,No
4045,No,Yes
4046,No,No
4047,No,No
4048,Yes,No
4049,No,Yes
4050,Yes,Yes
4051,No,No
4052,Yes,Yes
4053,No,Yes
4054,Yes,Yes
4055,Yes,No
4056,Yes,Yes
4057,Yes,No
4058,Yes,No
4059,Yes,No
4060,Yes,No
4061,Yes,No
4062,Yes,No
4063,No,Yes
4064,No,No
4065,Yes,Yes
4066,Yes,No
4067,No,Yes
4068,Yes,No
4069,No,No
4070,Yes,Yes
4071,Yes,Yes
4072,Yes,Yes
4073,Yes,No
4074,No,Yes
4075,No,No
4076,No,No
4077,Yes,Yes
4078,No,Yes
4079,No,Yes
4080,Yes,Yes
4081,No,No
4082,Yes,No
4083,No,Yes
4084,No,Yes
4085,No,No
4086,Yes,No
4087,Yes,No
4088,Yes,Yes
4089,No,No
4090,No,No
4091,Yes,Yes
4092,No,Yes
4093,No,Yes
4094,No,Yes
4095,Yes,No
4096,Yes,No
4097,Yes,No
4098,Yes,No
4099,Yes,No
4100,Yes,No
4101,No,Yes
4102,No,No
4103,Yes,No
4104,Yes,Yes
4105,No,No
4106,Yes,No
4107,No,Yes
4108,Yes,Yes
4109,Yes,Yes
4110,No,No
4111,Yes,No
4112,No,No
4113,Yes,Yes
4114,No,Yes
4115,No,No
4116,No,No
4117,No,No
4118,Yes,No
4119,Yes,Yes
4120,No,Yes
4121,No,Yes
4122,Yes,No
4123,No,Yes
4124,Yes,Yes
4125,Yes,No
4126,Yes,No
4127,No,No
4128,No,No
4129,No,Yes
4130,Yes,Yes
4131,Yes,Yes
4132,Yes,Yes
4133,No,No
4134,Yes,No
4135,No,Yes
4136,Yes,Yes
4137,Yes,No
4138,No,Yes
4139,Yes,Yes
4140,Yes,Yes
4141,Yes,Yes
4142,No,Yes
4143,Yes,No
4144,No,No
4145,No,Yes
4146,Yes,Yes
4147,No,No
4148,Yes,Yes
4149,No,Yes
4150,Yes,No
4151,No,Yes
4152,No,Yes
4153,Yes,No
4154,No,No
4155,Yes,No
4156,Yes,Yes
4157,Yes,No
4158,Yes,Yes
4159,Yes,No
4160,Yes,Yes
4161,No,No
4162,No,No
4163,Yes,Yes
4164,No,No
4165,No,Yes
4166,Yes,No
4167,No,No
4168,No,Yes
4169,No,No
4170,Yes,No
4171,Yes,Yes
4172,No,No
4173,Yes,Yes
4174,No,Yes
4175,Yes,Yes
4176,No,Yes
4177,No,No
4178,Yes,No
4179,Yes,Yes
4180,Yes,Yes
4181,No,Yes
4182,Yes,Yes
4183,Yes,No
4184,No,No
4185,Yes,No
4186,Yes,Yes
4187,No,No
4188,No,Yes
4189,No,Yes
4190,Yes,No
4191,No,Yes
4192,Yes,No
4193,Yes,Yes
4194,Yes,No
4195,Yes,No
4196,Yes,Yes
4197,Yes,Yes
4198,No,No
4199,No,No
4200,No,Yes
4201,Yes,No
4202,No,Yes
4203,Yes,Yes
4204,No,Yes
4205,No,No
4206,Yes,Yes
4207,Yes,No
4208,No,Yes
4209,Yes,No
4210,No,Yes
4211,Yes,Yes
4212,No,No
4213,Yes,No
4214,No,No
4215,Yes,Yes
4216,No,Yes
4217,Yes,No
4218,Yes,Yes
4219,No,No
4220,Yes,No
4221,No,Yes
4222,Yes,Yes
4223,Yes,Yes
4224,Yes,Yes
4225,No,Yes
4226,No,No
4227,No,Yes
4228,Yes,Yes
4229,No,Yes
4230,Yes,Yes
4231,No,No
4232,No,Yes
4233,Yes,No
4234,No,No
4235,Yes,No
4236,Yes,No
4237,Yes,No
4238,No,Yes
4239,No,Yes
4240,Yes,Yes
4241,Yes,Yes
4242,No,No
4243,No,Yes
4244,No,No
4245,Yes,Yes
4246,Yes,Yes
4247,Yes,No
4248,No,No
4249,Yes,No
4250,Yes,Yes
4251,No,No
4252,Yes,Yes
4253,No,Yes
4254,Yes,No
4255,No,Yes
4256,Yes,No
4257,No,No
4258,No,No
4259,No,No
4260,No,Yes
4261,No,Yes
4262,No,Yes
4263,Yes,Yes
4264,No,No
4265,No,Yes
4266,Yes,No
4267,Yes,No
4268,No,No
4269,Yes,Yes
4270,Yes,No
4271,No,Yes
4272,Yes,Yes
4273,No,No
4274,No,No
4275,No,No
4276,Yes,Yes
4277,No,No
4278,Yes,Yes
4279,No,No
4280,No,No
4281,Yes,Yes
4282,Yes,No
4283,No,Yes
4284,No,No
4285,No,No
4286,Yes,No
4287,Yes,Yes
4288,No,Yes
4289,No,No
4290,Yes,Yes
4291,Yes,No
4292,Yes,Yes
4293,No,Yes
4294,No,Yes
4295,No,Yes
4296,No,Yes
4297,No,No
4298,Yes,Yes
4299,Yes,No
4300,No,Yes
4301,No,No
4302,No,No
4303,No,Yes
4304,No,Yes
4305,Yes,No
4306,No,Yes
4307,Yes,Yes
4308,Yes,Yes
4309,No,No
4310,Yes,Yes
4311,Yes,Yes
4312,No,Yes
4313,Yes,No
4314,Yes,Yes
4315,Yes,No
4316,No,No
4317,Yes,Yes
4318,No,Yes
4319,Yes,Yes
4320,No,No
4321,Yes,Yes
4322,Yes,No
4323,No,No
4324,Yes,Yes
4325,No,No
4326,Yes,Yes
4327,Yes,No
4328,Yes,Yes
4329,No,Yes
4330,No,Yes
4331,Yes,Yes
4332,Yes,Yes
4333,Yes,No
4334,No,No
4335,No,Yes
4336,No,Yes
4337,Yes,Yes
4338,Yes,No
4339,Yes,Yes
4340,Yes,No
4341,No,No
4342,No,Yes
4343,Yes,No
4344,No,Yes
4345,Yes,Yes
4346,No,Yes
4347,Yes,Yes
4348,No,No
4349,Yes,Yes
4350,Yes,No
4351,Yes,No
4352,Yes,Yes
4353,Yes,Yes
4354,Yes,No
4355,No,No
4356,No,No
4357,No,Yes
4358,Yes,No
4359,No,Yes
4360,No,Yes
4361,Yes,Yes
4362,Yes,No
4363,Yes,Yes
4364,Yes,Yes
4365,Yes,Yes
4366,No,No
4367,No,No
4368,Yes,No
4369,Yes,No
4370,Yes,No
4371,No,Yes
4372,No,Yes
4373,Yes,No
4374,No,No
4375,No,No
4376,No,Yes
4377,No,No
4378,No,Yes
4379,Yes,No
4380,Yes,Yes
4381,No,No
4382,No,No
4383,Yes,Yes
4384,Yes,Yes
4385,Yes,No
4386,No,No
4387,Yes,Yes
4388,Yes,No
4389,Yes,No
4390,No,No
4391,No,Yes
4392,No,No
4393,No,No
4394,No,No
4395,No,Yes
4396,Yes,No
4397,Yes,No
4398,Yes,Yes
4399,Yes,Yes
4400,No,No
4401,Yes,Yes
4402,Yes,Yes
4403,Yes,No
4404,No,No
4405,Yes,No
4406,No,Yes
4407,Yes,No
4408,No,Yes
4409,No,No
4410,No,No
4411,Yes,No
4412,Yes,No
4413,No,No
4414,No,No
4415,No,No
4416,No,Yes
4417,No,No
4418,No,Yes
4419,No,No
4420,Yes,Yes
4421,Yes,No
4422,No,Yes
4423,No,No
4424,No,No
4425,No,Yes
4426,Yes,Yes
4427,Yes,No
4428,Yes,Yes
4429,No,No
4430,Yes,Yes
4431,Yes,Yes
4432,Yes,No
4433,No,Yes
4434,No,Yes
4435,No,Yes
4436,No,No
4437,Yes,Yes
4438,Yes,No
4439,Yes,No
4440,No,Yes
4441,Yes,Yes
4442,No,Yes
4443,Yes,Yes
4444,Yes,Yes
4445,Yes,Yes
4446,Yes,Yes
4447,No,No
4448,No,Yes
4449,No,No
4450,Yes,Yes
4451,Yes,Yes
4452,No,No
4453,Yes,Yes
4454,No,Yes
4455,Yes,No
4456,No,No
4457,No,No
4458,No,Yes
4459,No,Yes
4460,No,Yes
4461,Yes,No
4462,No,No
4463,No,No
4464,Yes,Yes
4465,Yes,No
4466,No,Yes
4467,No,No
4468,Yes,Yes
4469,No,Yes
4470,No,Yes
4471,No,No
4472,Yes,Yes
4473,Yes,No
4474,No,No
4475,No,No
4476,No,Yes
4477,No,Yes
4478,No,Yes
4479,Yes,Yes
4480,Yes,No
4481,Yes,Yes
4482,No,Yes
4483,Yes,No
4484,Yes,Yes
4485,Yes,No
4486,Yes,No
4487,Yes,No
4488,Yes,No
4489,Yes,No
4490,Yes,No
4491,Yes,Yes
4492,No,Yes
4493,Yes,Yes
4494,Yes,No
4495,No,Yes
4496,Yes,No
4497,No,No
4498,No,No
4499,Yes,No
4500,No,No
4501,Yes,Yes
4502,Yes,Yes
4503,Yes,Yes
4504,No,Yes
4505,No,Yes
4506,Yes,Yes
4507,No,Yes
4508,Yes,Yes
4509,Yes,No
4510,Yes,Yes
4511,No,Yes
4512,Yes,Yes
4513,No,Yes
4514,Yes,Yes
4515,No,No
4516,No,No
4517,No,Yes
4518,Yes,No
4519,No,No
4520,Yes,No
4521,No,No
4522,No,No
4523,Yes,No
4524,No,No
4525,Yes,Yes
4526,Yes,No
4527,No,No
4528,Yes,No
4529,No,No
4530,Yes,Yes
4531,No,Yes
4532,No,No
4533,Yes,Yes
4534,Yes,No
4535,No,Yes
4536,No,No
4537,No,No
4538,Yes,Yes
4539,No,No
4540,No,No
4541,Yes,Yes
4542,No,Yes
4543,No,No
4544,Yes,Yes
4545,No,Yes
4546,No,Yes
4547,No,No
4548,Yes,Yes
4549,Yes,No
4550,No,No
4551,Yes,Yes
4552,Yes,No
4553,No,Yes
4554,No,No
4555,No,Yes
4556,Yes,Yes
4557,Yes,No
4558,No,Yes
4559,Yes,Yes
4560,No,Yes
4561,No,Yes
4562,Yes,Yes
4563,Yes,Yes
4564,No,Yes
4565,No,No
4566,No,Yes
4567,Yes,Yes
4568,No,Yes
4569,No,Yes
4570,No,Yes
4571,No,No
4572,No,Yes
4573,No,Yes
4574,No,Yes
4575,No,Yes
4576,No,No
4577,No,Yes
4578,Yes,No
4579,Yes,No
4580,Yes,No
4581,Yes,Yes
4582,Yes,Yes
4583,Yes,No
4584,No,No
4585,No,No
4586,Yes,Yes
4587,Yes,Yes
4588,Yes,Yes
4589,No,No
4590,Yes,Yes
4591,No,Yes
4592,Yes,No
4593,Yes,Yes
4594,No,No
4595,No,No
4596,No,No
4597,No,No
4598,Yes,No
4599,Yes,No
4600,Yes,Yes
4601,No,No
4602,Yes,No
4603,No,No
4604,Yes,Yes
4605,Yes,Yes
4606,No,Yes
4607,Yes,No
4608,Yes,No
4609,No,No
4610,No,Yes
4611,No,Yes
4612,No,No
4613,Yes,No
4614,No,Yes
4615,Yes,No
4616,No,No
4617,Yes,No
4618,No,No
4619,Yes,No
4620,No,Yes
4621,Yes,Yes
4622,Yes,Yes
4623,Yes,No
4624,Yes,Yes
4625,Yes,Yes
4626,Yes,No
4627,Yes,Yes
4628,Yes,No
4629,No,No
4630,No,No
4631,No,Yes
4632,No,No
4633,No,No
4634,No,No
4635,Yes,Yes
4636,No,Yes
4637,No,No
4638,Yes,No
4639,No,No
4640,No,No
4641,No,Yes
4642,Yes,No
4643,Yes,No
4644,No,Yes
4645,Yes,Yes
4646,Yes,Yes
4647,Yes,Yes
4648,No,Yes
4649,No,Yes
4650,Yes,Yes
4651,No,Yes
4652,No,No
4653,No,Yes
4654,No,Yes
4655,Yes,No
4656,Yes,Yes
4657,No,Yes
4658,Yes,Yes
4659,Yes,No
4660,Yes,Yes
4661,Yes,No
4662,Yes,No
4663,No,No
4664,Yes,Yes
4665,Yes,Yes
4666,No,No
4667,No,Yes
4668,No,Yes
4669,No,Yes
4670,Yes,Yes
4671,No,Yes
4672,No,Yes
4673,No,Yes
4674,No,No
4675,No,No
4676,Yes,Yes
4677,No,Yes
4678,Yes,No
4679,No,No
4680,Yes,Yes
4681,No,No
4682,No,No
4683,Yes,Yes
4684,Yes,No
4685,No,No
4686,Yes,No
4687,Yes,No
4688,No,Yes
4689,No,No
4690,No,Yes
4691,Yes,Yes
4692,Yes,Yes
4693,No,Yes
4694,Yes,No
4695,Yes,No
4696,No,No
4697,Yes,No
4698,No,No
4699,No,No
4700,Yes,No
4701,No,No
4702,Yes,Yes
4703,Yes,No
4704,No,Yes
4705,Yes,Yes
4706,Yes,No
4707,No,No
4708,No,Yes
4709,No,Yes
4710,No,Yes
4711,Yes,No
4712,No,No
4713,Yes,No
4714,No,No
4715,No,No
4716,No,Yes
4717,Yes,Yes
4718,No,No
4719,Yes,Yes
4720,Yes,Yes
4721,Yes,Yes
4722,No,Yes
4723,Yes,No
4724,No,No
4725,Yes,No
4726,Yes,Yes
4727,Yes,Yes
4728,Yes,Yes
4729,Yes,No
4730,Yes,No
4731,Yes,No
4732,Yes,No
4733,Yes,Yes
4734,No,No
4735,Yes,Yes
4736,No,Yes
4737,Yes,No
4738,No,No
4739,Yes,No
4740,No,Yes
4741,No,Yes
4742,Yes,Yes
4743,Yes,Yes
4744,No,Yes
4745,Yes,Yes
4746,Yes,Yes
4747,No,No
4748,Yes,No
4749,No,No
4750,No,No
4751,Yes,No
4752,No,No
4753,Yes,No
4754,No,Yes
4755,Yes,No
