Ticket_NO,Passenger_ID,Train_No,Ticket_Price
2922,886,20,138
2923,8594,11,112
2924,5673,5,141
2925,3412,4,243
2926,5484,7,291
2927,5834,11,136
2928,343,17,60
2929,6163,20,217
2930,8918,2,189
2931,9144,15,136
2932,7080,7,54
2933,9875,13,291
2934,455,19,85
2935,1381,12,78
2936,3817,14,80
2937,4569,8,272
2938,415,1,208
2939,2077,19,97
2940,7809,7,66
2941,3458,18,145
2942,2724,12,230
2943,9954,4,159
2944,563,16,232
2945,2760,6,261
2946,9383,12,67
2947,30,4,130
2948,9750,11,85
2949,3143,18,226
2950,710,11,283
2951,3135,8,116
2952,5671,18,105
2953,2265,14,253
2954,1069,9,220
2955,3152,3,242
2956,1450,2,171
2957,9772,14,71
2958,820,5,290
2959,8824,2,142
2960,3198,14,86
2961,4168,4,63
2962,31,4,127
2963,9762,17,95
2964,2229,20,179
2965,8638,3,168
2966,8895,15,274
2967,4168,11,256
2968,3080,1,137
2969,3664,14,102
2970,4461,12,72
2971,8329,10,111
2972,4381,2,227
2973,2448,13,113
2974,1334,5,193
2975,6029,10,135
2976,6055,3,155
2977,2199,15,90
2978,1334,13,87
2979,8990,18,192
2980,9275,6,78
2981,8888,3,175
2982,6227,2,256
2983,7516,6,113
2984,2321,18,252
2985,9713,17,78
2986,5543,7,161
2987,8548,4,122
2988,1896,8,225
2989,2197,20,255
2990,5157,8,278
2991,3389,8,187
2992,246,6,142
2993,1882,4,90
2994,4827,7,145
2995,5293,16,159
2996,8595,20,53
2997,8398,14,231
2998,4505,18,120
2999,9244,17,132
3000,7266,15,225
3001,4325,14,295
3002,7440,16,287
3003,6911,15,254
3004,9964,13,136
3005,5153,18,287
3006,5940,12,79
3007,3560,7,74
3008,5595,2,220
3009,5809,7,247
3010,4887,8,120
3011,9363,17,81
3012,5885,19,161
3013,4598,9,65
3014,4459,9,84
3015,5757,12,190
3016,5681,12,184
3017,5224,20,275
3018,963,2,201
3019,57,6,89
3020,5661,9,155
3021,5337,1,101
3022,5478,4,260
3023,3137,17,145
3024,6176,18,56
3025,2483,5,91
3026,5410,15,203
3027,7954,12,103
3028,3354,15,267
3029,3616,20,128
3030,6891,1,190
3031,7285,3,190
3032,9265,8,273
3033,7418,2,238
3034,2263,11,70
3035,2380,9,161
3036,2645,13,218
3037,371,17,244
3038,6016,6,148
3039,6904,13,234
3040,8684,3,206
3041,6860,12,108
3042,1620,16,260
3043,5620,5,243
3044,624,13,127
3045,9470,7,211
3046,5787,6,176
3047,5969,16,226
3048,7267,17,160
3049,4543,6,196
3050,7222,4,109
3051,3880,8,274
3052,1857,20,72
3053,8023,10,154
3054,5720,19,283
3055,1936,7,201
3056,4448,12,92
3057,4606,7,219
3058,5407,2,190
3059,4727,10,76
3060,1215,10,107
3061,7146,10,122
3062,5133,1,182
3063,8309,3,283
3064,7243,7,68
3065,7445,13,106
3066,7405,16,296
3067,1000,10,223
3068,3010,17,229
3069,8038,1,144
3070,143,12,116
3071,7576,12,227
3072,394,17,171
3073,5616,2,141
3074,8578,4,101
3075,3070,10,151
3076,2136,12,131
3077,1967,8,214
3078,7753,5,176
3079,4620,18,211
3080,2946,12,187
3081,6373,11,279
3082,2311,1,291
3083,6362,8,196
3084,777,4,231
3085,2475,3,99
3086,2209,2,256
3087,844,11,293
3088,3135,10,199
3089,5930,8,264
3090,9367,7,118
3091,5339,2,202
3092,5118,15,123
3093,5212,14,277
3094,8640,19,235
3095,2546,5,99
3096,7109,13,175
3097,280,18,91
3098,4791,6,247
3099,8642,17,51
3100,5501,17,187
3101,154,16,253
3102,9367,1,93
3103,8155,11,202
3104,6227,2,239
3105,4410,1,149
3106,7440,15,56
3107,4537,15,154
3108,7032,13,300
3109,3593,15,258
3110,1364,13,99
3111,3301,18,152
3112,2557,9,134
3113,6509,2,281
3114,4180,9,178
3115,2652,11,85
3116,6886,13,151
3117,8539,14,138
3118,1154,15,111
3119,2628,20,126
3120,6672,19,68
3121,4937,13,121
3122,9782,12,279
3123,5868,16,222
3124,6077,13,79
3125,4550,19,119
3126,9215,1,239
3127,6795,10,292
3128,5554,20,182
3129,8874,2,131
3130,8792,5,267
3131,331,12,214
3132,4406,11,288
3133,4205,1,222
3134,5236,15,244
3135,709,20,157
3136,9385,8,223
3137,2498,6,187
3138,9423,1,283
3139,8614,8,106
3140,1113,17,125
3141,803,18,71
3142,5602,7,99
3143,2217,1,281
3144,4946,10,158
3145,5741,16,199
3146,9530,13,144
3147,2270,14,211
3148,510,18,233
3149,9000,2,70
3150,445,10,111
3151,9339,8,198
3152,5946,8,198
3153,85,9,297
3154,4042,18,203
3155,6776,16,163
3156,5876,2,163
3157,4234,6,137
3158,2633,19,229
3159,8402,19,278
3160,3604,18,161
3161,329,7,55
3162,4938,15,240
3163,8766,16,226
3164,7350,2,225
3165,4518,16,177
3166,4167,2,106
3167,8130,3,110
3168,9480,10,63
3169,8123,4,118
3170,9522,12,104
3171,7097,2,292
3172,4499,16,189
3173,6988,19,70
3174,8606,3,93
3175,1194,4,261
3176,9151,20,75
3177,1672,13,186
3178,9036,3,154
3179,9655,2,298
3180,2227,7,233
3181,1245,11,119
3182,3574,6,59
3183,7679,5,87
3184,4750,20,67
3185,6324,8,180
3186,5734,15,213
3187,1801,19,238
3188,909,1,102
3189,2170,2,293
3190,6583,13,228
3191,7025,8,85
3192,7385,13,92
3193,4638,11,284
3194,296,10,179
3195,7306,13,197
3196,2980,16,115
3197,1658,13,159
3198,9359,11,218
3199,6512,13,53
3200,8874,20,70
3201,4575,16,163
3202,4605,12,245
3203,3611,20,142
3204,9766,14,182
3205,9283,9,211
3206,6464,4,283
3207,8132,10,214
3208,8181,12,157
3209,933,17,106
3210,5631,14,293
3211,3987,12,170
3212,4612,11,259
3213,6753,10,137
3214,444,11,57
3215,1503,8,143
3216,2421,2,221
3217,165,2,75
3218,148,20,142
3219,5822,2,246
3220,864,4,271
3221,8176,13,59
3222,9613,19,250
3223,8259,13,155
3224,126,1,223
3225,3985,5,113
3226,8877,15,238
3227,4154,1,93
3228,1233,11,297
3229,2510,6,77
3230,7864,5,217
3231,2183,7,177
3232,6433,15,101
3233,3003,16,107
3234,7466,17,278
3235,9102,3,300
3236,5014,4,246
3237,5188,15,76
3238,37,20,111
3239,4033,10,80
3240,2627,14,246
3241,1490,14,149
3242,9351,7,185
3243,1618,19,248
3244,4051,14,257
3245,1513,17,259
3246,3805,2,158
3247,761,5,194
3248,6665,18,278
3249,4515,12,211
3250,6648,11,210
3251,9501,3,114
3252,2922,12,266
3253,9774,15,149
3254,3514,7,68
3255,7177,11,173
3256,5466,10,201
3257,7503,11,177
3258,2553,10,79
3259,6006,1,133
3260,7528,9,200
3261,195,20,240
3262,3074,14,81
3263,3113,18,187
3264,4487,18,135
3265,6210,5,218
3266,6799,3,218
3267,8238,11,246
3268,9609,13,95
3269,8284,3,183
3270,5793,8,254
3271,1826,13,146
3272,74,10,120
3273,8810,13,284
3274,4254,8,270
3275,9916,9,268
3276,2464,19,231
3277,5939,2,94
3278,2113,12,198
3279,5830,17,61
3280,6762,16,290
3281,1747,6,56
3282,7096,2,257
3283,8239,16,292
3284,8052,20,184
3285,4367,2,175
3286,771,6,175
3287,6315,6,150
3288,2859,7,146
3289,678,17,57
3290,5714,6,285
3291,8634,12,188
3292,5702,18,65
3293,9853,7,202
3294,9789,13,174
3295,3333,10,252
3296,1131,2,261
3297,9228,17,131
3298,2059,8,180
3299,9841,9,144
3300,3952,11,141
3301,6439,10,65
3302,9044,8,229
3303,8125,11,193
3304,2806,13,171
3305,4806,6,94
3306,7653,18,112
3307,652,4,194
3308,1850,19,164
3309,5581,1,242
3310,7733,4,245
3311,3880,5,175
3312,6462,8,198
3313,4599,12,263
3314,8155,14,214
3315,4219,1,106
3316,6809,20,219
3317,6157,12,64
3318,9036,10,64
3319,2086,3,170
3320,3090,9,161
3321,152,2,199
3322,109,5,80
3323,3989,17,99
3324,2913,18,289
3325,2768,20,225
3326,5621,17,65
3327,3671,14,221
3328,3736,16,159
3329,6042,20,297
3330,4509,6,183
3331,3621,5,285
3332,1581,4,101
3333,7144,13,98
3334,3789,16,60
3335,6560,6,258
3336,3188,14,219
3337,85,15,291
3338,4481,3,168
3339,6379,11,268
3340,4178,1,130
3341,1507,15,183
3342,8322,15,222
3343,2739,2,218
3344,5105,17,215
3345,9223,4,52
3346,8173,16,189
3347,4167,4,112
3348,368,8,160
3349,3881,7,208
3350,5101,6,164
3351,704,6,288
3352,4983,10,159
3353,4437,2,98
3354,727,7,54
3355,2499,14,178
3356,3102,5,78
3357,9485,2,146
3358,9935,15,189
3359,1266,16,271
3360,6042,5,51
3361,2217,10,64
3362,1837,3,194
3363,2079,3,225
3364,8197,8,250
3365,2264,7,59
3366,7577,20,217
3367,6731,9,217
3368,6044,2,253
3369,6974,9,238
3370,1600,13,238
3371,6827,15,51
3372,6795,17,146
3373,7028,20,105
3374,4165,3,52
3375,1980,7,253
3376,6827,5,184
3377,698,12,192
3378,1524,17,229
3379,1100,15,257
3380,2847,17,221
3381,8302,8,81
3382,5306,11,234
3383,5787,8,117
3384,8677,2,232
3385,4184,18,183
3386,6287,3,50
3387,1609,9,80
3388,7815,19,251
3389,9196,4,156
3390,9194,10,190
3391,963,11,211
3392,8989,10,266
3393,5074,19,58
3394,6816,14,85
3395,375,6,249
3396,4164,19,251
3397,7263,8,148
3398,3232,17,205
3399,9074,18,157
3400,682,13,251
3401,4330,5,87
3402,5110,8,133
3403,9191,14,63
3404,1681,7,167
3405,5032,3,258
3406,7887,2,233
3407,8126,9,132
3408,2279,2,201
3409,4773,5,221
3410,6076,19,186
3411,4675,1,180
3412,6460,9,215
3413,7228,13,234
3414,3912,14,188
3415,2317,9,188
3416,2020,17,190
3417,6474,8,83
3418,2504,19,252
3419,3726,12,250
3420,9066,9,123
3421,416,20,208
3422,481,20,134
3423,213,13,296
3424,7632,1,284
3425,8237,18,80
3426,66,9,255
3427,2099,7,122
3428,4431,16,160
3429,7865,5,148
3430,453,7,216
3431,8188,6,107
3432,5721,8,277
3433,8547,19,223
3434,5695,20,63
3435,6877,14,268
3436,7836,20,213
3437,8160,13,196
3438,6960,1,137
3439,1515,1,133
3440,3143,6,52
3441,8245,1,151
3442,8277,7,111
3443,5770,9,211
3444,3893,6,255
3445,781,8,289
3446,302,6,145
3447,6595,6,152
3448,4033,11,270
3449,8365,2,253
3450,4783,18,179
3451,9529,1,134
3452,1947,1,50
3453,5961,2,196
3454,2837,11,199
3455,3523,10,271
3456,462,18,134
3457,2197,12,266
3458,5342,20,190
3459,1760,14,94
3460,7911,7,61
3461,6797,8,111
3462,5927,9,291
3463,6528,3,113
3464,5589,19,83
3465,7408,14,203
3466,4890,13,161
3467,2697,15,106
3468,715,4,296
3469,6650,11,94
3470,6182,15,300
3471,6316,14,207
3472,3660,10,84
3473,6257,6,152
3474,1510,9,283
3475,8181,1,57
3476,7676,20,89
3477,400,7,286
3478,4650,3,109
3479,3097,20,82
3480,5670,14,264
3481,5966,17,74
3482,4402,6,135
3483,9922,2,149
3484,7305,2,159
3485,6023,10,176
3486,9079,2,66
3487,2315,12,212
3488,2355,8,196
3489,4831,13,51
3490,6626,8,242
3491,2714,16,117
3492,8125,15,90
3493,3773,15,192
3494,2339,13,233
3495,4696,16,99
3496,6139,8,185
3497,1842,7,91
3498,8130,17,106
3499,8750,14,164
3500,2207,15,239
3501,7617,17,125
3502,4069,2,188
3503,1008,15,263
3504,8907,4,92
3505,4727,2,193
3506,2686,6,100
3507,5987,19,284
3508,486,4,250
3509,2022,6,127
3510,5070,4,164
3511,1895,3,58
3512,6495,8,207
3513,6112,10,212
3514,3094,10,99
3515,1169,16,293
3516,8172,14,298
3517,5295,19,258
3518,5191,13,253
3519,3517,1,249
3520,6272,2,56
3521,4206,2,56
3522,6233,8,68
3523,4908,18,92
3524,9715,13,292
3525,4346,13,130
3526,3148,8,51
3527,9502,6,143
3528,6174,17,208
3529,7644,12,134
3530,1183,4,267
3531,1109,5,116
3532,2355,7,295
3533,7536,20,241
3534,937,14,123
3535,3381,7,75
3536,715,16,81
3537,6278,7,205
3538,1514,14,61
3539,9116,5,155
3540,347,3,199
3541,9937,10,179
3542,9476,5,192
3543,4986,17,177
3544,2051,1,60
3545,4406,9,77
3546,7751,11,114
3547,5037,6,173
3548,6845,13,114
3549,2029,19,258
3550,5699,7,59
3551,1919,18,150
3552,9417,14,191
3553,4025,3,70
3554,3971,18,161
3555,7768,5,167
3556,3462,17,141
3557,5774,15,62
3558,3817,12,214
3559,257,19,205
3560,8213,8,185
3561,395,12,197
3562,379,20,300
3563,7165,16,122
3564,4092,18,75
3565,6345,8,182
3566,5979,16,139
3567,7053,13,82
3568,464,9,96
3569,5194,20,67
3570,624,6,92
3571,2967,2,140
3572,8422,2,177
3573,471,7,177
3574,2126,2,78
3575,5548,7,300
3576,2462,7,194
3577,1755,16,188
3578,2914,20,75
3579,1435,13,85
3580,3969,6,121
3581,150,1,153
3582,1745,2,254
3583,94,12,235
3584,5999,12,247
3585,886,19,115
3586,4202,16,239
3587,4687,14,106
3588,1053,17,221
3589,1128,7,222
3590,6420,16,106
3591,3077,11,111
3592,4915,10,235
3593,1156,11,238
3594,6466,13,73
3595,2371,18,95
3596,7981,9,159
3597,4258,17,149
3598,5661,11,209
3599,9882,4,194
3600,3633,2,270
3601,2479,13,150
3602,9161,3,63
3603,4376,10,128
3604,9862,20,153
3605,7514,9,195
3606,798,10,212
3607,3488,14,239
3608,5354,14,223
3609,6367,20,207
3610,4771,4,74
3611,8574,10,270
3612,2872,20,242
3613,8914,9,230
3614,149,19,160
3615,5129,4,91
3616,6725,17,259
3617,9095,18,149
3618,4060,17,115
3619,3073,9,135
3620,8925,8,237
3621,8824,15,157
3622,220,7,209
3623,4709,20,101
3624,7334,17,270
3625,3406,19,177
3626,4933,13,158
3627,2570,19,91
3628,9583,18,163
3629,851,19,56
3630,2567,7,60
3631,6188,3,164
3632,3879,13,68
3633,2879,8,292
3634,924,5,132
3635,6317,5,211
3636,7701,19,295
3637,7690,10,139
3638,1420,16,223
3639,1839,2,83
3640,2540,15,75
3641,2353,10,101
3642,9061,9,283
3643,2987,10,212
3644,180,2,66
3645,8064,4,64
3646,188,13,272
3647,1541,1,89
3648,1081,12,277
3649,6489,5,297
3650,5713,20,136
3651,4892,12,205
3652,4304,1,211
3653,512,8,109
3654,9895,6,72
3655,8533,3,280
3656,2755,7,266
3657,3093,2,291
3658,2076,9,278
3659,7387,3,239
3660,7525,8,179
3661,9924,17,110
3662,7833,15,222
3663,8533,15,78
3664,3818,12,243
3665,4851,6,200
3666,574,18,162
3667,1789,2,223
3668,6086,15,127
3669,309,5,267
3670,9732,4,166
3671,4398,5,113
3672,3002,2,90
3673,2064,5,232
3674,6789,1,198
3675,5488,20,144
3676,5741,6,186
3677,119,11,272
3678,3336,15,225
3679,7440,2,103
3680,102,12,218
3681,4767,8,280
3682,1812,9,125
3683,5396,3,65
3684,5966,16,298
3685,4142,15,81
3686,6591,15,90
3687,7841,13,256
3688,5356,1,287
3689,8270,9,199
3690,1347,10,199
3691,8545,1,152
3692,1064,7,82
3693,1151,11,300
3694,9367,4,177
3695,32,1,214
3696,963,19,297
3697,9534,2,298
3698,113,10,300
3699,4192,16,109
3700,3403,12,58
3701,1504,13,274
3702,5192,10,52
3703,1246,16,80
3704,5374,14,230
3705,8161,17,85
3706,6204,6,148
3707,7081,9,193
3708,272,19,291
3709,4806,15,86
3710,9752,7,198
3711,4707,7,215
3712,2718,14,104
3713,9674,2,258
3714,9737,17,237
3715,9762,4,108
3716,4686,2,235
3717,3444,1,276
3718,9388,19,239
3719,4968,5,158
3720,7428,2,164
3721,6208,8,203
3722,8654,10,241
3723,4201,13,143
3724,3329,13,246
3725,9836,3,247
3726,4318,5,128
3727,5153,13,233
3728,264,13,101
3729,2907,10,96
3730,221,16,259
3731,5899,18,149
3732,1124,16,61
3733,5031,12,176
3734,560,17,188
3735,377,13,227
3736,8619,17,198
3737,9261,11,226
3738,3371,11,183
3739,1213,17,71
3740,7888,17,87
3741,4453,9,278
3742,3704,1,98
3743,5123,20,191
3744,965,15,177
3745,6952,7,144
3746,1605,13,168
3747,6117,11,64
3748,3781,15,260
3749,5007,15,208
3750,9781,4,185
3751,1726,13,107
3752,5430,16,299
3753,4975,14,102
3754,6010,3,287
3755,3377,9,204
3756,1430,5,119
3757,1505,10,260
3758,2281,8,51
3759,6581,15,158
3760,9140,12,122
3761,6648,18,133
3762,8506,5,294
3763,6086,10,70
3764,4784,2,172
3765,2792,10,151
3766,4655,2,194
3767,7187,20,193
3768,4301,10,149
3769,6973,15,57
3770,9456,16,220
3771,2091,17,190
3772,2002,4,140
3773,7261,18,239
3774,6434,5,246
3775,3296,17,280
3776,6736,18,182
3777,2039,14,265
3778,4591,1,215
3779,302,8,106
3780,231,1,140
3781,8529,19,205
3782,4790,6,146
3783,2652,14,184
3784,8950,9,263
3785,9397,15,242
3786,2934,17,234
3787,6126,12,261
3788,2166,13,205
3789,3560,15,198
3790,586,7,92
3791,9059,4,232
3792,4682,13,107
3793,9305,19,253
3794,1041,12,109
3795,8105,4,229
3796,4667,3,82
3797,4148,12,185
3798,3123,9,295
3799,965,13,93
3800,8189,2,59
3801,588,13,95
3802,3509,2,51
3803,9392,7,268
3804,4086,19,287
3805,5716,10,295
3806,2316,16,153
3807,3332,19,264
3808,701,3,174
3809,4556,9,133
3810,195,19,65
3811,6252,18,256
3812,6978,5,240
3813,8348,16,91
3814,3110,12,90
3815,3630,4,229
3816,7764,16,91
3817,3489,12,132
3818,4342,16,138
3819,9419,10,169
3820,7090,5,275
3821,2500,14,223
3822,9480,5,110
3823,5946,8,86
3824,6943,10,166
3825,2338,16,174
3826,5195,11,292
3827,5221,2,184
3828,489,4,83
3829,1217,9,180
3830,7645,15,163
3831,7609,18,279
3832,4718,4,222
3833,1069,19,173
3834,1611,17,278
3835,948,19,171
3836,8313,6,133
3837,6063,5,97
3838,571,9,70
3839,8471,11,273
3840,7335,9,270
3841,2015,5,157
3842,9325,20,278
3843,5634,14,118
3844,1303,11,111
3845,8870,20,136
3846,9560,17,173
3847,8548,18,89
3848,6004,9,69
3849,6755,6,90
3850,39,20,62
3851,5573,9,270
3852,7645,13,179
3853,6468,4,117
3854,3311,3,153
3855,951,3,171
3856,3016,6,256
3857,7855,3,173
3858,2535,7,269
3859,9393,10,275
3860,8364,16,53
3861,4159,3,275
3862,643,16,289
3863,9094,4,73
3864,8147,14,150
3865,8756,9,231
3866,719,5,95
3867,2292,6,235
3868,9487,10,179
3869,285,12,113
3870,66,16,197
3871,2676,9,73
3872,1988,11,140
3873,7030,10,194
3874,5632,18,126
3875,3102,19,297
3876,4057,16,219
3877,1333,4,246
3878,9547,18,50
3879,7614,12,136
3880,4023,5,50
3881,5264,14,293
3882,6637,6,104
3883,8770,17,85
3884,8789,10,100
3885,1257,2,103
3886,1005,13,105
3887,8093,2,220
3888,2191,18,217
3889,5664,7,184
3890,6885,14,292
3891,1769,17,277
3892,5981,12,284
3893,9748,18,77
3894,5294,4,258
3895,4640,20,91
3896,2535,20,192
3897,7555,17,225
3898,3638,7,224
3899,1729,8,64
3900,4356,11,113
3901,820,12,63
3902,9985,1,57
3903,2744,19,158
3904,3661,12,240
3905,5018,19,297
3906,5390,20,50
3907,8719,11,211
3908,187,1,220
3909,7144,13,271
3910,7056,3,141
3911,5000,13,288
3912,7341,18,94
3913,9542,15,214
3914,467,18,148
3915,9545,4,255
3916,6137,13,230
3917,6961,4,238
3918,9318,7,249
3919,9177,15,297
3920,7880,15,264
3921,2283,13,247
3922,6087,10,287
3923,4360,7,53
3924,9338,10,242
3925,5603,10,102
3926,8308,9,250
3927,9839,1,298
3928,8197,18,59
3929,5928,5,183
3930,1398,2,208
3931,8415,5,278
3932,2339,13,242
3933,5747,12,159
3934,1102,12,79
3935,5812,11,209
3936,7644,2,189
3937,8159,18,100
3938,9781,12,95
3939,3596,15,165
3940,1577,7,65
3941,8532,14,196
3942,2447,6,112
3943,9200,19,56
3944,5208,10,204
3945,3580,14,161
3946,8190,9,173
3947,3094,16,216
3948,8946,15,135
3949,9078,4,105
3950,4546,20,67
3951,3576,13,184
3952,5948,15,248
3953,8548,2,113
3954,905,4,132
3955,8346,18,280
3956,2329,1,291
3957,7916,5,55
3958,1447,9,69
3959,2752,1,151
3960,6723,12,160
3961,6408,6,251
3962,5639,1,183
3963,3517,11,88
3964,8940,6,171
3965,1290,13,88
3966,5960,12,117
3967,4994,10,223
3968,1586,16,62
3969,4846,19,72
3970,6221,3,143
3971,183,10,237
3972,5947,6,158
3973,8487,9,175
3974,1484,7,240
3975,8520,6,115
3976,3626,12,276
3977,3954,5,188
3978,486,4,90
3979,3987,12,125
3980,7685,8,175
3981,9327,17,276
3982,9967,3,157
3983,8032,17,218
3984,567,10,132
3985,2512,13,178
3986,4834,2,197
3987,4943,2,102
3988,7676,12,141
3989,4260,14,292
3990,410,1,127
3991,3714,17,177
3992,397,5,86
3993,6245,14,206
3994,7885,8,190
3995,8027,10,204
3996,5642,3,211
3997,4947,14,220
3998,8478,20,194
3999,575,6,198
4000,8659,11,268
4001,1658,4,171
4002,7990,10,163
4003,4726,17,103
4004,4822,16,124
4005,4158,2,162
4006,5931,7,81
4007,6080,14,91
4008,379,12,261
4009,1204,1,200
4010,3648,2,66
4011,7926,9,82
4012,7497,14,165
4013,4361,16,214
4014,6633,20,183
4015,4339,5,188
4016,484,20,251
4017,508,18,231
4018,568,9,75
4019,3392,18,218
4020,8856,4,191
4021,5920,5,295
4022,9720,15,280
4023,2099,9,296
4024,4498,2,218
4025,796,13,300
4026,745,14,114
4027,2223,15,228
4028,6153,9,106
4029,5681,7,86
4030,6687,7,261
4031,5009,2,258
4032,8607,18,80
4033,8342,4,236
4034,6248,16,124
4035,3455,15,61
4036,8431,19,89
4037,5967,5,60
4038,6151,4,61
4039,4984,5,171
4040,3846,7,153
4041,1526,10,253
4042,67,12,298
4043,9343,14,70
4044,8574,19,208
4045,7675,10,228
4046,9183,15,50
4047,7334,2,198
4048,4951,7,206
4049,1386,7,101
4050,9337,18,228
4051,435,2,156
4052,2931,13,52
4053,3463,7,127
4054,9014,18,86
4055,4066,18,188
4056,5889,17,95
4057,4866,16,173
4058,3786,13,100
4059,9718,17,158
4060,7004,16,156
4061,7946,12,54
4062,9019,3,68
4063,8330,9,277
4064,7711,12,132
4065,5097,9,228
4066,160,5,277
4067,1837,5,255
4068,9160,18,103
4069,1117,3,246
4070,5666,14,151
4071,9467,2,250
4072,8726,17,75
4073,2362,8,189
4074,2376,1,217
4075,1320,10,159
4076,3527,14,167
4077,1373,11,204
4078,2276,5,228
4079,3152,15,160
4080,7525,3,197
4081,9801,3,61
4082,8040,2,175
4083,3597,8,242
4084,7270,4,273
4085,6924,17,85
4086,293,7,134
4087,9396,3,246
4088,6175,3,187
4089,3744,12,207
4090,701,20,256
4091,8392,2,276
4092,6211,9,87
4093,1026,11,244
4094,4650,20,231
4095,3516,10,147
4096,3421,5,216
4097,2242,14,193
4098,7478,5,78
4099,2374,19,73
4100,9108,2,264
4101,2867,3,221
4102,6035,16,129
4103,231,20,144
4104,2848,4,106
4105,1600,8,151
4106,1419,5,94
4107,6721,16,95
4108,8974,19,66
4109,9210,20,232
4110,1946,6,280
4111,5417,18,61
4112,1455,14,53
4113,9836,13,294
4114,1214,17,231
4115,7301,15,220
4116,9428,10,202
4117,8657,19,116
4118,2947,20,154
4119,7660,2,69
4120,4240,1,71
4121,332,4,169
4122,1781,16,50
4123,4395,19,117
4124,8132,12,88
4125,2435,8,209
4126,1878,19,288
4127,3884,3,78
4128,1901,19,138
4129,7717,10,266
4130,3441,5,192
4131,831,8,104
4132,9710,16,106
4133,6399,19,254
4134,85,10,185
4135,4130,5,249
4136,7675,7,124
4137,2104,6,124
4138,652,9,93
4139,9887,1,254
4140,9492,4,109
4141,6941,14,271
4142,3207,5,197
4143,6765,11,73
4144,439,14,188
4145,4776,2,101
4146,3995,7,177
4147,2730,9,181
4148,8721,20,53
4149,3501,2,143
4150,9986,14,125
4151,9029,16,231
4152,7286,1,92
4153,9671,6,242
4154,6661,14,204
4155,6285,8,201
4156,4803,18,170
4157,2129,4,217
4158,2322,17,239
4159,3931,19,226
4160,5480,10,89
4161,6124,9,133
4162,2320,1,62
4163,1011,5,253
4164,2969,1,128
4165,8591,15,213
4166,8105,6,262
4167,2447,9,63
4168,5795,20,108
4169,2578,8,119
4170,6128,1,186
4171,9211,16,219
4172,9067,7,287
4173,6587,2,142
4174,2313,14,270
4175,7690,5,224
4176,6858,14,73
4177,973,14,153
4178,9730,19,134
4179,7333,11,112
4180,2465,4,254
4181,597,5,96
4182,6251,1,244
4183,4154,9,218
4184,1672,5,271
4185,8875,18,223
4186,2903,13,113
4187,5058,5,233
4188,2443,2,162
4189,2986,4,297
4190,266,3,213
4191,7847,17,241
4192,60,18,59
4193,5207,19,293
4194,1087,20,145
4195,4297,10,198
4196,9483,20,202
4197,2655,2,191
4198,800,11,293
4199,659,6,110
4200,484,5,50
4201,4911,7,202
4202,4091,3,288
4203,4435,14,197
4204,5200,15,126
4205,8854,11,124
4206,9471,11,146
4207,6462,13,125
4208,515,20,126
4209,492,20,271
4210,8665,13,294
4211,6302,3,57
4212,541,13,159
4213,8804,11,148
4214,1508,5,93
4215,502,14,150
4216,9833,5,200
4217,8975,18,135
4218,9108,12,289
4219,7384,11,72
4220,6356,4,167
4221,2837,18,126
4222,2924,2,255
4223,8723,5,154
4224,3310,15,130
4225,4542,18,181
4226,2352,8,88
4227,4264,12,148
4228,8288,13,284
4229,4044,14,154
4230,1262,5,117
4231,6298,18,76
4232,1709,16,148
4233,5895,15,162
4234,4153,3,277
4235,1132,17,206
4236,9074,3,101
4237,4942,12,157
4238,3584,17,74
4239,2153,17,294
4240,8349,14,261
4241,7732,15,290
4242,8779,7,240
4243,2352,11,192
4244,1156,7,104
4245,6627,18,157
4246,5914,7,195
4247,9480,14,209
4248,5196,20,92
4249,258,19,300
4250,5346,13,180
4251,5384,5,135
4252,7831,17,159
4253,1952,11,103
4254,5433,12,67
4255,5361,18,180
4256,9682,19,215
4257,5504,15,182
4258,1237,10,234
4259,6853,13,142
4260,5421,10,236
4261,2385,17,209
4262,6304,3,184
4263,4197,19,70
4264,7891,9,276
4265,6880,6,240
4266,5244,19,220
4267,9651,4,280
4268,9547,13,195
4269,1828,7,148
4270,9427,8,152
4271,3935,14,61
4272,1903,1,119
4273,511,18,258
4274,7709,1,162
4275,6052,5,168
4276,4524,20,143
4277,2421,16,181
4278,5663,8,57
4279,4368,18,256
4280,4962,5,77
4281,4943,1,146
4282,5780,2,103
4283,5672,20,214
4284,6609,20,192
4285,328,15,63
4286,3148,17,218
4287,4970,3,53
4288,5068,11,122
4289,9694,12,104
4290,8104,6,78
4291,1681,6,256
4292,365,14,230
4293,8286,19,226
4294,3076,20,58
4295,3723,20,298
4296,7034,17,241
4297,2148,17,235
4298,7725,15,292
4299,770,7,217
4300,4730,7,55
4301,3600,17,159
4302,2276,10,205
4303,2206,14,220
4304,5518,11,228
4305,2712,19,295
4306,4051,2,283
4307,3115,10,87
4308,4667,10,287
4309,4532,3,211
4310,6560,2,296
4311,1008,2,92
4312,9054,13,128
4313,5148,4,180
4314,9414,4,256
4315,8611,2,258
4316,6145,20,116
4317,8176,17,276
4318,8883,19,291
4319,608,2,123
4320,4621,14,208
4321,9813,17,234
4322,2228,8,197
4323,8625,2,158
4324,5932,20,215
4325,8159,4,59
4326,1068,8,133
4327,9044,12,96
4328,8078,20,194
4329,7853,6,274
4330,8395,3,290
4331,5461,17,166
4332,2759,1,173
4333,3982,4,71
