Train_No,Route_ID,Departure_Date,Arrival_Date,Departure_Time,Arrival_Time
6,406,2023-08-04,2023-10-03,06:08:19,23:08:12
9,287,2023-01-29,2023-02-28,15:24:56,03:10:08
3,599,2023-02-20,2023-08-15,05:37:18,16:50:44
11,800,2023-05-23,2023-11-04,03:24:35,07:43:35
9,826,2023-11-13,2023-12-18,10:33:33,07:34:56
11,610,2023-06-12,2023-02-08,07:29:21,10:58:32
20,433,2023-08-06,2023-12-21,12:38:01,17:13:03
8,834,2023-01-26,2023-05-21,22:54:19,08:13:49
17,703,2023-08-11,2023-06-13,14:09:36,13:10:48
8,641,2023-06-29,2023-01-11,08:01:44,15:10:33
13,338,2023-02-07,2023-03-04,17:43:24,09:23:29
4,3,2023-07-01,2023-02-27,06:40:10,23:21:32
8,690,2023-11-09,2023-01-25,15:54:59,02:19:48
3,194,2023-03-10,2023-07-18,08:11:17,00:16:23
11,693,2023-09-25,2023-07-26,22:23:34,16:03:41
15,601,2023-01-18,2023-12-27,01:20:26,18:01:56
1,865,2023-10-03,2023-02-06,00:11:36,05:24:19
18,573,2023-08-05,2023-10-04,18:09:20,10:39:22
4,790,2023-11-29,2023-05-03,03:31:45,12:39:35
8,323,2023-03-03,2023-11-07,08:53:25,14:43:09
12,972,2023-02-02,2023-10-25,21:25:25,03:04:46
4,783,2023-03-18,2023-05-19,04:45:24,10:33:36
5,911,2023-08-03,2023-12-04,05:16:43,08:37:13
13,501,2023-08-30,2023-07-20,18:58:13,03:11:29
1,423,2023-12-20,2023-08-01,05:57:14,06:26:41
2,334,2023-09-15,2023-04-02,06:35:21,14:43:39
16,55,2023-05-13,2023-08-17,00:24:23,19:22:42
3,566,2023-04-05,2023-08-07,18:54:26,08:08:10
5,541,2023-10-23,2023-03-09,23:39:52,23:45:48
7,846,2023-01-15,2023-10-05,02:29:21,21:09:06
20,751,2023-08-09,2023-05-18,16:34:18,20:10:23
14,219,2023-05-07,2023-02-13,07:15:25,09:42:06
4,549,2023-01-26,2023-12-17,03:01:15,15:27:34
4,471,2023-06-30,2023-10-08,03:11:37,17:47:26
4,608,2023-11-19,2023-03-31,10:36:55,06:00:31
18,425,2023-05-30,2023-02-01,11:40:53,12:27:49
19,718,2023-12-18,2023-01-11,14:03:46,08:05:39
8,548,2023-02-11,2023-08-24,10:13:05,01:35:38
12,674,2023-04-19,2023-06-20,16:23:33,16:37:20
3,313,2023-12-03,2023-03-25,12:30:55,01:27:18
4,913,2023-01-06,2023-10-26,21:34:49,03:18:25
17,316,2023-08-24,2023-10-20,21:06:20,12:00:19
5,775,2023-10-19,2023-12-17,06:54:34,13:48:24
18,90,2023-12-04,2023-06-04,01:38:23,05:54:29
4,656,2023-12-16,2023-03-19,17:20:12,11:00:13
11,587,2023-10-03,2023-02-22,19:11:08,15:09:56
10,396,2023-10-06,2023-10-30,16:46:36,19:32:08
11,71,2023-07-13,2023-10-23,10:11:19,16:07:28
3,57,2023-03-20,2023-06-30,00:33:45,08:31:44
10,455,2023-02-26,2023-11-09,13:16:43,11:14:43
19,795,2023-05-08,2023-06-23,12:06:07,03:25:04
2,1000,2023-10-29,2023-08-27,10:38:13,07:39:03
3,662,2023-05-22,2023-01-30,21:45:23,00:27:57
5,40,2023-09-01,2023-10-18,17:53:55,14:33:36
18,72,2023-09-29,2023-06-05,05:25:20,23:48:14
6,63,2023-05-15,2023-10-21,07:12:08,10:15:44
18,563,2023-02-07,2023-10-28,05:18:54,20:28:47
9,599,2023-06-23,2023-07-31,06:52:40,06:59:33
5,61,2023-11-16,2023-04-07,20:28:03,20:21:49
14,55,2023-05-15,2023-10-02,04:55:04,17:11:45
6,579,2023-06-12,2023-04-24,03:53:09,05:43:47
14,894,2023-11-11,2023-02-20,01:32:48,01:31:47
14,359,2023-05-20,2023-10-12,06:17:07,09:03:54
20,847,2023-09-12,2023-12-18,22:15:17,00:24:19
5,126,2023-09-02,2023-06-07,23:27:04,23:04:57
19,248,2023-10-28,2023-03-27,18:18:39,16:42:09
13,340,2023-01-11,2023-10-12,14:11:14,09:34:01
17,642,2023-05-06,2023-02-25,06:45:45,08:50:22
1,943,2023-04-20,2023-12-09,15:54:18,05:19:13
6,112,2022-12-29,2023-03-05,01:54:25,17:32:53
9,843,2023-02-19,2023-01-29,22:45:33,17:13:22
6,124,2023-05-06,2023-05-05,05:05:43,08:41:16
9,123,2023-11-17,2023-04-05,19:16:33,07:22:39
10,72,2023-11-13,2023-05-05,19:00:22,08:55:34
4,907,2023-07-25,2023-11-15,16:12:44,19:35:22
10,407,2023-12-05,2023-05-16,22:25:34,15:35:41
3,584,2023-03-24,2023-07-02,12:45:54,03:04:41
18,606,2023-07-26,2023-03-06,08:41:56,07:20:35
6,63,2023-08-17,2023-04-09,05:10:59,16:56:29
16,929,2023-11-01,2023-12-06,23:18:46,10:08:17
11,629,2023-02-15,2023-02-18,10:55:07,06:35:30
16,625,2023-05-30,2023-09-27,22:19:55,11:19:28
15,436,2023-07-01,2023-04-10,08:29:55,23:34:09
20,234,2023-06-19,2023-04-03,20:16:34,22:51:40
12,314,2023-07-16,2023-11-18,19:02:42,03:34:16
3,256,2023-10-02,2023-07-21,18:47:54,02:24:21
10,596,2023-11-16,2023-01-03,18:46:54,04:27:55
10,107,2023-06-24,2023-06-15,05:41:30,21:45:04
1,996,2023-06-25,2023-12-17,07:29:17,05:31:11
15,881,2023-09-08,2023-01-31,10:07:35,14:05:50
6,94,2023-03-13,2023-09-23,06:51:35,22:52:07
12,827,2023-02-23,2023-11-05,14:02:35,18:02:36
16,803,2023-10-17,2023-05-13,05:49:06,19:42:38
10,334,2023-04-29,2023-01-22,15:39:27,15:16:13
6,272,2023-01-10,2023-08-15,01:48:04,07:14:19
5,867,2023-08-15,2023-11-24,13:02:29,17:57:37
17,315,2023-02-24,2023-06-28,07:26:23,14:36:55
20,410,2023-03-18,2023-09-27,04:42:26,17:12:55
19,981,2023-03-29,2023-04-15,20:52:52,23:51:36
5,312,2023-05-02,2023-06-09,11:51:12,14:17:09
10,141,2023-09-07,2023-03-26,05:11:39,16:13:05
18,258,2023-02-17,2023-08-31,10:41:16,16:09:31
5,271,2023-03-09,2023-05-18,04:53:03,13:38:04
10,362,2023-10-06,2023-07-27,02:06:04,03:28:22
2,858,2023-04-11,2023-04-24,19:57:57,04:00:12
8,159,2023-12-12,2023-05-08,00:48:16,11:38:18
12,18,2023-11-24,2023-11-20,22:02:38,21:13:44
11,225,2023-07-18,2023-07-30,01:01:41,07:44:58
16,576,2023-03-15,2023-07-30,11:59:14,22:19:34
19,797,2023-08-11,2023-09-16,15:29:12,08:08:25
18,843,2023-09-03,2023-03-08,20:54:20,04:17:41
11,460,2023-04-15,2023-06-29,11:34:14,13:20:16
3,805,2023-07-06,2023-08-08,09:20:38,15:32:25
6,750,2023-04-10,2023-01-17,10:19:42,04:51:09
10,587,2023-03-27,2023-05-30,22:11:08,20:28:27
1,826,2023-06-09,2023-10-19,16:04:04,12:54:40
14,8,2023-11-11,2023-08-06,04:17:55,08:40:55
6,85,2023-05-21,2023-05-16,13:43:33,00:06:29
6,658,2023-09-09,2023-01-22,20:03:37,11:53:09
14,946,2023-09-18,2023-07-26,10:07:53,12:23:05
10,73,2023-06-23,2023-10-22,08:31:09,07:22:01
4,816,2023-07-29,2023-08-02,10:30:50,05:08:01
18,496,2023-12-21,2023-04-15,12:08:45,08:43:53
17,760,2023-11-01,2023-04-26,00:33:42,04:28:16
19,890,2023-11-28,2023-12-15,11:57:48,17:44:40
9,844,2023-02-26,2022-12-28,13:03:13,06:06:20
9,32,2023-04-21,2023-02-12,03:10:58,10:20:28
14,327,2023-02-11,2023-05-23,14:04:19,09:49:42
15,718,2023-05-11,2023-10-14,20:49:13,19:32:44
6,253,2023-04-11,2023-12-26,18:40:58,21:40:31
7,696,2023-05-28,2023-01-30,03:37:12,05:35:51
19,914,2023-07-21,2023-06-18,13:49:33,09:37:39
15,850,2023-03-04,2023-10-20,11:47:43,14:04:15
6,690,2023-01-15,2023-02-17,19:09:31,00:36:54
17,900,2023-08-09,2023-06-12,11:43:12,05:23:26
5,484,2023-01-31,2023-01-10,20:56:13,12:19:52
12,246,2023-03-30,2023-02-11,23:35:14,19:35:32
3,501,2023-05-16,2023-10-17,16:28:09,10:17:39
8,719,2023-07-01,2023-05-25,10:17:51,09:39:26
4,700,2023-09-26,2023-01-19,21:02:04,20:39:30
19,235,2023-04-28,2023-12-05,11:30:00,08:53:25
8,46,2023-10-26,2023-11-08,10:30:21,14:13:56
20,733,2023-03-24,2023-08-05,12:13:00,19:03:52
15,984,2023-12-08,2023-01-04,13:35:14,04:01:29
13,90,2023-05-18,2023-05-20,20:29:17,17:37:02
16,962,2023-01-22,2023-04-04,13:17:29,02:30:46
2,325,2023-10-30,2023-10-01,02:39:55,07:55:17
17,734,2023-04-04,2023-08-14,09:17:59,03:11:08
1,122,2023-01-19,2023-02-06,03:29:06,22:30:07
14,84,2023-06-14,2023-11-29,18:09:44,23:40:01
1,940,2023-02-26,2023-04-21,02:53:58,04:22:50
12,487,2023-02-09,2023-12-28,08:17:48,13:21:01
4,101,2023-01-08,2023-04-19,18:10:38,03:42:22
14,396,2023-03-12,2023-04-21,13:56:08,19:11:55
19,414,2023-07-19,2023-05-14,21:20:17,08:53:12
1,416,2023-10-24,2023-06-09,21:54:12,08:43:19
1,571,2023-08-09,2023-02-17,23:36:07,21:07:40
12,974,2023-06-14,2023-09-03,10:17:12,04:35:09
3,28,2023-08-31,2023-10-18,16:06:40,09:12:15
17,355,2023-01-13,2023-05-08,04:52:49,17:36:49
5,896,2023-08-16,2023-11-19,17:16:39,23:52:55
10,527,2023-03-27,2023-11-22,01:54:35,13:57:49
15,992,2023-02-26,2023-08-20,08:10:25,13:56:20
13,651,2023-01-05,2023-06-22,22:03:50,15:02:09
8,878,2023-05-12,2023-09-25,03:10:59,11:07:59
12,168,2023-08-30,2023-11-11,18:00:41,07:28:01
20,622,2023-12-15,2023-02-05,03:20:49,06:41:38
2,499,2022-12-30,2023-07-24,04:48:56,03:53:35
3,5,2023-08-10,2023-05-30,16:49:59,12:53:12
12,661,2023-07-04,2023-11-20,22:46:52,02:20:27
5,233,2023-03-02,2023-06-14,01:21:32,05:42:24
19,127,2023-02-20,2023-07-23,02:14:23,09:01:30
18,154,2023-09-20,2023-01-01,16:00:01,21:51:17
15,293,2023-10-24,2023-10-20,22:07:24,19:19:02
2,437,2023-03-16,2023-08-07,00:36:50,08:40:11
10,253,2023-06-25,2023-11-11,03:43:09,11:16:48
8,490,2023-10-14,2023-05-31,14:22:49,03:02:55
1,846,2023-08-14,2023-09-09,17:29:35,12:06:43
12,396,2022-12-30,2023-02-15,08:57:44,04:19:03
19,893,2023-03-28,2023-02-18,12:05:49,04:10:40
5,698,2023-05-18,2023-09-08,13:29:22,08:27:38
3,496,2023-10-09,2023-12-08,16:09:28,16:19:04
11,776,2023-10-01,2023-04-29,04:43:35,23:04:09
8,668,2023-06-26,2023-02-14,19:50:54,16:06:06
15,281,2023-06-14,2023-07-28,09:39:00,00:32:00
19,98,2023-03-03,2023-05-22,09:04:10,04:15:10
4,708,2023-05-25,2023-12-05,18:35:43,15:07:34
20,628,2023-05-03,2022-12-31,13:59:59,12:44:21
3,990,2023-05-30,2023-08-15,13:25:12,00:03:00
18,757,2023-04-01,2023-05-14,12:04:35,02:00:26
1,780,2023-09-19,2023-07-08,01:21:22,22:22:49
9,923,2023-12-24,2023-03-30,08:39:00,03:05:34
12,476,2023-01-08,2023-12-11,10:38:52,02:24:25
8,191,2023-10-07,2023-06-25,05:04:36,09:27:07
14,917,2023-03-04,2023-06-13,00:03:34,03:28:39
12,271,2023-10-21,2023-06-26,21:28:52,21:22:09
18,977,2023-07-15,2023-12-18,10:27:45,15:54:46
20,963,2023-04-08,2023-10-06,16:39:00,15:18:01
17,432,2023-07-15,2023-01-12,09:26:08,02:35:03
19,139,2023-05-24,2023-01-31,17:00:22,07:37:01
12,487,2023-09-04,2023-01-11,09:48:56,23:05:30
18,894,2023-11-25,2023-09-17,02:53:28,15:14:29
11,996,2023-02-28,2023-11-02,01:37:21,07:35:13
9,607,2023-02-21,2023-09-18,02:42:00,14:41:44
6,77,2023-06-08,2023-04-05,04:30:59,01:17:23
16,631,2023-07-01,2023-10-25,01:54:27,05:07:14
20,324,2023-10-09,2023-10-12,17:34:07,13:09:51
18,497,2023-04-16,2023-05-12,17:07:56,09:36:36
18,704,2023-09-15,2023-07-06,07:04:55,10:10:51
5,309,2023-11-08,2023-12-25,04:45:06,20:00:58
7,899,2023-02-09,2023-06-17,03:11:56,14:23:58
4,51,2023-02-06,2023-03-19,03:00:38,18:31:59
10,427,2023-10-12,2023-01-10,17:23:49,21:19:13
8,686,2023-03-04,2023-04-09,01:26:45,12:19:13
12,121,2023-09-19,2023-01-25,11:42:58,05:21:55
18,527,2023-03-06,2023-02-05,04:29:26,05:32:23
18,816,2023-08-03,2023-08-27,08:12:38,01:26:52
18,433,2023-08-10,2023-06-07,12:02:28,19:34:16
10,57,2023-07-27,2023-07-07,11:41:05,10:04:04
14,825,2023-03-26,2023-01-13,12:01:35,16:27:53
19,69,2023-09-01,2023-06-06,14:01:54,16:35:31
8,189,2023-06-27,2023-12-02,07:17:42,21:19:11
14,461,2023-02-08,2023-11-08,06:47:12,19:31:04
2,730,2023-03-05,2023-12-01,09:32:32,06:39:28
2,560,2023-04-12,2023-11-28,15:14:02,00:37:43
20,781,2023-09-12,2023-02-17,19:41:53,20:11:32
5,128,2023-12-28,2023-12-24,11:40:36,21:08:10
12,327,2023-03-18,2023-02-05,15:03:34,06:48:15
1,437,2023-01-04,2023-01-29,12:49:58,14:50:34
20,746,2023-06-22,2023-07-05,17:54:39,12:43:13
1,509,2023-02-04,2023-01-01,01:29:25,10:55:45
12,137,2023-06-18,2023-02-28,15:23:35,10:23:41
7,60,2023-01-18,2023-08-13,15:37:14,19:35:50
5,176,2022-12-29,2023-03-17,03:49:31,14:55:29
13,766,2023-02-27,2023-03-22,14:04:46,22:55:57
6,938,2023-08-07,2023-11-16,09:27:12,20:26:56
5,528,2023-08-07,2023-01-09,04:33:03,05:20:08
4,917,2023-06-14,2023-01-02,03:18:32,13:56:12
20,729,2023-08-08,2023-10-17,04:59:53,03:47:53
17,631,2023-05-09,2023-06-02,21:11:38,08:45:31
5,95,2023-07-01,2023-09-25,14:18:41,13:12:40
15,693,2023-02-15,2023-11-30,00:27:54,19:45:36
2,539,2023-03-27,2023-07-16,22:44:36,06:52:05
1,13,2023-10-27,2023-02-05,20:15:52,02:18:38
20,220,2023-11-07,2023-03-18,16:39:17,16:41:27
3,870,2023-09-19,2023-04-18,15:04:03,04:55:04
3,316,2023-08-14,2023-02-13,23:13:11,09:13:50
3,412,2023-09-02,2023-02-03,09:33:27,05:53:36
14,774,2023-09-27,2023-10-18,13:06:35,17:24:24
10,553,2023-08-31,2023-04-23,13:36:19,17:49:18
8,470,2023-09-03,2023-07-13,10:13:37,11:14:39
18,736,2023-11-17,2023-04-21,05:53:39,12:14:16
9,284,2023-01-21,2023-10-01,13:59:15,21:19:06
19,625,2023-07-07,2023-09-04,15:37:49,02:37:29
13,619,2023-11-21,2023-07-25,03:22:22,12:41:00
17,800,2023-01-01,2023-02-01,08:05:45,20:55:47
19,860,2023-05-25,2023-07-02,23:57:14,05:45:52
6,556,2023-06-13,2023-06-11,16:32:10,19:13:05
1,136,2023-09-26,2023-01-27,11:49:35,21:11:27
5,621,2023-04-26,2023-11-22,06:43:15,09:14:21
20,412,2023-06-08,2023-06-14,07:16:07,10:47:26
14,275,2023-05-26,2023-03-27,21:25:46,03:41:49
17,760,2023-09-15,2023-08-16,21:40:02,05:16:33
19,615,2023-11-08,2023-09-23,14:23:14,08:01:37
10,317,2023-02-03,2023-04-09,01:11:31,06:20:22
11,970,2023-10-30,2023-09-17,01:19:07,21:28:54
10,193,2023-05-21,2023-01-06,03:38:40,17:35:22
11,812,2023-10-16,2023-02-03,06:08:32,23:39:47
13,900,2023-01-30,2023-09-27,23:59:26,01:01:41
2,737,2023-10-29,2023-10-28,01:27:33,03:47:24
10,661,2023-11-02,2023-08-14,13:09:57,13:54:14
16,537,2023-11-01,2023-07-24,23:27:12,21:37:20
20,765,2023-05-23,2023-11-26,18:24:32,00:04:25
11,516,2023-02-21,2023-03-23,18:09:09,10:22:20
6,827,2023-06-25,2023-01-14,18:44:26,09:33:47
10,972,2023-02-14,2023-02-09,21:27:17,13:51:49
1,256,2023-08-06,2023-06-02,04:34:40,18:45:41
2,180,2023-03-04,2023-06-16,23:10:10,17:15:59
11,593,2023-02-03,2023-03-06,10:07:35,22:46:17
13,71,2023-07-11,2023-04-25,17:30:34,19:52:31
8,466,2023-07-03,2023-01-03,22:40:20,07:01:07
1,832,2023-11-13,2023-12-28,15:49:22,02:06:10
12,420,2023-10-11,2023-10-09,11:37:15,08:39:09
13,441,2023-02-02,2023-10-28,23:57:49,07:08:03
17,419,2023-05-18,2023-05-19,18:57:33,00:49:41
4,879,2023-11-10,2023-11-16,19:45:35,09:12:22
3,417,2023-02-10,2023-04-21,23:02:34,16:25:10
15,992,2023-01-30,2023-06-15,23:28:21,16:28:09
6,954,2023-04-05,2023-01-28,14:19:02,01:52:36
16,677,2023-05-08,2023-03-07,15:11:01,16:37:44
6,905,2023-06-03,2023-11-28,15:03:52,20:57:00
7,669,2023-01-05,2023-01-17,05:43:24,00:20:51
6,276,2023-04-10,2023-10-26,21:26:43,20:38:42
12,65,2023-05-10,2023-03-03,13:09:59,19:38:47
17,59,2023-07-01,2023-09-25,03:05:06,16:07:12
6,436,2023-09-23,2023-04-25,04:43:20,01:01:38
15,808,2023-02-03,2023-09-16,02:59:42,22:39:05
4,328,2023-05-12,2023-04-22,22:30:32,20:04:52
3,301,2023-11-14,2023-12-06,05:54:34,05:11:12
20,630,2023-04-22,2023-08-04,04:57:47,07:08:21
2,702,2023-04-18,2023-04-04,12:04:33,07:56:43
8,765,2023-05-11,2023-04-30,08:55:29,04:10:02
3,387,2023-07-12,2023-06-29,09:30:28,06:50:40
20,334,2023-01-07,2023-11-10,17:36:23,09:26:22
19,855,2023-03-24,2023-03-17,00:18:47,12:47:24
3,922,2023-04-27,2023-02-22,17:03:51,00:11:33
10,4,2023-05-26,2023-05-27,03:44:35,15:14:55
8,221,2023-09-15,2023-05-30,23:43:47,22:54:45
6,654,2023-10-28,2023-10-13,23:26:27,04:52:50
13,372,2023-12-21,2023-06-04,02:33:56,20:01:56
2,258,2023-05-17,2023-04-19,17:30:21,04:08:00
14,952,2023-05-09,2023-03-22,17:30:32,12:24:04
4,469,2023-07-26,2023-11-26,07:57:27,01:30:25
6,918,2023-08-06,2023-12-08,04:52:29,18:30:44
19,824,2023-05-11,2023-08-03,01:38:47,15:28:40
3,711,2023-01-23,2023-08-28,17:17:17,03:07:46
4,441,2023-09-10,2023-02-11,14:24:51,04:29:11
3,781,2023-02-13,2023-08-28,13:17:54,06:53:40
15,779,2023-05-13,2023-06-22,00:09:05,10:59:01
5,149,2023-07-05,2023-08-02,23:25:28,08:10:14
9,476,2023-12-21,2023-05-15,13:21:05,23:49:44
9,14,2023-09-20,2023-03-23,18:46:27,23:51:39
11,949,2023-02-25,2023-01-16,15:30:38,04:07:40
12,597,2023-04-28,2023-12-20,01:01:04,13:52:34
6,799,2023-09-29,2023-06-16,01:07:49,08:35:49
7,807,2023-05-04,2023-02-02,00:00:47,09:07:36
3,825,2023-07-10,2023-02-24,10:54:01,16:18:46
3,657,2023-03-31,2023-12-12,10:10:22,11:17:30
18,77,2023-11-03,2023-10-20,12:42:41,16:30:36
6,536,2023-04-29,2023-08-09,04:03:38,23:43:07
6,837,2023-05-11,2023-09-01,17:22:43,03:06:52
10,69,2023-06-04,2023-11-23,13:07:17,17:55:22
6,993,2023-01-03,2022-12-28,02:21:28,23:12:35
19,828,2023-08-06,2023-12-08,18:22:00,08:56:42
5,649,2023-07-11,2023-07-25,03:12:19,00:14:24
5,253,2023-05-03,2023-01-15,12:55:41,08:51:32
10,900,2023-12-09,2023-10-01,22:11:40,00:40:59
9,104,2023-08-29,2023-10-29,06:48:34,21:34:34
2,580,2023-02-23,2023-06-23,13:46:51,04:11:03
13,227,2023-05-27,2023-12-14,17:22:51,23:42:34
16,393,2023-03-11,2023-01-28,03:06:54,08:09:23
6,653,2023-12-06,2023-09-24,12:15:37,02:54:02
3,913,2023-11-22,2023-08-11,20:50:27,15:41:06
15,421,2023-03-19,2023-12-21,20:20:11,12:27:32
14,88,2023-06-02,2023-02-17,01:01:15,16:52:09
7,502,2023-07-26,2023-09-26,11:18:05,23:55:49
18,871,2023-02-21,2023-05-13,01:37:53,20:02:59
12,750,2023-03-30,2023-05-06,17:38:48,17:30:14
13,928,2023-07-05,2023-02-02,12:57:04,16:52:19
17,980,2023-04-16,2023-07-11,20:47:53,13:15:58
3,681,2023-01-25,2023-08-15,14:05:34,02:35:24
18,115,2023-11-16,2023-06-27,05:20:45,18:02:00
14,585,2023-01-26,2023-10-18,07:16:01,20:59:53
12,990,2023-06-02,2023-01-11,10:25:58,00:02:57
14,76,2023-07-03,2023-09-06,20:36:09,00:13:15
15,382,2023-01-08,2023-04-13,22:26:46,15:05:29
19,799,2023-12-22,2023-06-26,19:02:01,20:23:54
9,936,2023-02-22,2023-06-04,11:59:30,18:47:58
12,284,2023-05-18,2023-08-30,21:01:23,15:58:52
3,881,2023-04-27,2023-04-22,21:42:23,17:59:09
9,314,2023-02-26,2023-10-17,19:49:17,12:07:04
6,413,2023-04-06,2023-03-22,23:17:45,17:27:27
1,652,2023-03-30,2023-09-22,23:24:35,07:30:03
2,812,2023-01-16,2023-04-13,01:44:27,19:08:47
11,836,2023-10-19,2023-05-07,12:30:55,03:26:40
2,98,2023-04-09,2023-07-16,07:04:03,11:52:46
12,845,2023-10-20,2023-05-30,05:57:14,23:18:36
10,97,2023-10-12,2023-04-21,08:20:30,19:53:36
20,652,2023-03-03,2023-05-08,13:24:53,01:42:06
8,924,2023-01-10,2023-11-08,14:27:09,13:30:20
18,65,2023-12-11,2023-10-17,00:00:32,12:37:57
11,313,2023-03-29,2023-06-29,05:56:17,19:11:09
13,831,2023-09-22,2023-06-10,19:04:09,05:20:17
10,226,2023-09-10,2023-04-03,04:46:13,05:15:45
17,92,2023-05-01,2023-01-12,13:17:33,17:04:36
19,825,2023-10-16,2023-03-31,16:37:34,07:08:43
16,15,2023-05-03,2023-05-05,21:53:23,10:27:12
17,377,2023-07-29,2023-05-25,07:08:47,12:42:18
6,353,2023-10-06,2023-02-23,21:22:27,19:29:34
1,206,2023-01-08,2023-11-16,13:17:21,03:25:27
19,651,2023-02-04,2023-07-27,09:42:16,08:41:42
16,243,2023-01-25,2023-07-10,04:37:35,14:53:21
7,568,2023-11-28,2023-10-11,07:40:46,06:33:24
11,402,2023-11-26,2023-09-20,02:04:03,12:12:06
6,773,2023-04-02,2023-10-06,02:38:21,12:51:51
4,494,2023-11-06,2023-05-21,14:40:37,07:07:23
13,486,2023-03-14,2023-08-20,08:04:11,11:43:22
20,159,2023-06-11,2023-01-14,17:40:53,03:59:13
11,30,2023-10-24,2023-09-27,19:30:03,02:30:15
18,695,2022-12-31,2023-11-24,19:22:02,06:11:11
20,141,2023-07-24,2023-10-08,01:02:44,19:23:36
9,99,2023-09-21,2023-08-10,17:06:42,15:04:42
14,293,2023-08-28,2023-10-02,21:30:26,01:33:23
5,749,2023-01-22,2023-05-16,20:39:27,15:54:09
20,797,2023-07-10,2023-07-24,00:10:45,03:29:42
19,570,2023-03-11,2023-03-20,21:31:20,19:51:39
12,332,2023-03-04,2023-08-30,05:24:41,21:31:08
15,561,2023-08-20,2023-02-24,21:46:25,02:16:08
11,592,2023-10-22,2023-01-10,04:45:08,00:53:08
17,144,2023-04-16,2023-12-14,05:25:53,00:03:06
2,233,2023-06-14,2023-04-18,20:31:57,02:59:30
13,2,2023-06-29,2023-05-24,21:00:23,13:27:39
12,234,2023-06-13,2023-03-18,13:38:34,19:47:29
20,257,2023-05-22,2023-03-12,04:21:14,13:49:00
19,135,2023-02-16,2023-03-01,12:23:49,02:19:56
5,719,2023-11-10,2023-12-25,12:04:34,01:37:43
13,580,2023-09-27,2023-03-12,00:02:29,21:26:19
17,175,2023-10-23,2023-09-29,09:40:57,11:51:00
12,254,2023-04-29,2023-08-21,10:23:13,07:52:37
11,97,2023-02-23,2023-03-28,23:26:34,01:34:52
8,416,2023-10-14,2023-07-29,23:28:29,14:33:23
6,632,2023-08-28,2023-07-24,12:48:43,11:03:05
18,875,2023-04-11,2023-08-15,05:31:19,00:00:02
8,366,2023-06-21,2023-05-05,11:52:09,05:47:11
7,120,2023-01-26,2023-12-26,03:24:27,02:25:51
16,926,2023-05-20,2023-01-03,18:52:56,22:21:40
2,438,2023-10-10,2023-11-28,15:54:46,00:51:44
3,87,2023-08-01,2023-07-08,18:50:52,12:33:04
17,886,2023-12-01,2023-08-09,15:01:05,19:04:48
5,796,2023-07-16,2023-08-06,10:22:06,07:27:28
1,834,2023-05-23,2023-09-17,03:58:00,13:56:35
13,795,2023-03-14,2023-08-09,22:02:02,02:16:39
16,670,2023-06-24,2023-03-06,07:47:38,07:42:06
18,34,2023-06-19,2023-11-03,22:50:09,08:42:22
18,780,2023-01-03,2023-05-07,18:08:44,17:16:09
17,381,2023-08-17,2023-02-11,18:09:21,09:57:36
2,696,2023-09-28,2023-02-20,17:47:46,02:17:21
16,317,2023-04-25,2023-07-17,05:57:44,13:24:41
11,376,2023-04-22,2023-04-01,13:39:30,15:08:06
4,280,2023-10-28,2023-09-15,06:36:24,12:25:57
7,295,2023-08-19,2023-01-04,12:54:04,19:40:51
10,888,2023-02-01,2023-09-25,00:29:01,20:34:32
13,149,2023-01-18,2023-07-31,21:20:44,20:40:07
14,639,2023-02-26,2023-02-13,02:45:18,20:38:55
16,91,2023-02-16,2023-07-29,05:09:39,15:03:14
9,958,2023-06-11,2023-05-15,18:01:00,10:04:59
3,511,2023-04-03,2023-07-12,04:42:12,07:11:51
16,217,2023-10-21,2023-05-25,08:16:39,11:53:04
10,9,2023-01-18,2023-10-31,20:43:42,20:49:57
9,841,2023-04-29,2023-07-17,13:29:51,01:58:40
13,126,2023-04-30,2023-01-21,16:52:49,10:42:57
16,363,2023-10-09,2023-01-12,13:09:00,20:53:17
3,680,2023-08-20,2023-03-03,08:16:05,09:12:56
13,293,2023-11-19,2023-10-17,18:18:27,15:50:22
9,954,2023-09-24,2023-06-20,08:19:52,09:28:25
7,765,2023-02-01,2023-08-12,18:30:37,23:57:24
16,83,2023-09-28,2023-10-22,19:17:51,17:05:30
4,607,2023-09-24,2023-01-07,15:25:16,18:01:29
3,999,2023-06-12,2023-04-29,17:34:21,16:02:59
2,274,2023-11-22,2023-02-15,07:07:20,05:28:37
5,749,2023-04-16,2023-02-25,22:17:54,04:57:06
18,258,2023-03-16,2023-03-27,02:01:55,00:24:47
4,232,2023-06-27,2023-04-03,04:42:56,18:15:20
11,3,2023-03-12,2023-04-23,16:05:54,07:26:12
14,957,2023-06-21,2023-10-28,13:00:22,02:37:41
4,482,2023-04-06,2023-07-25,03:48:15,00:14:54
9,859,2023-04-11,2023-01-01,15:30:02,19:27:37
2,644,2023-09-21,2023-06-01,11:27:00,10:07:36
1,417,2023-12-10,2023-05-09,00:53:08,13:15:03
15,532,2023-09-27,2023-09-11,10:08:56,08:56:59
13,44,2023-11-12,2023-11-29,14:37:17,04:35:57
15,929,2023-06-09,2023-06-29,17:53:17,23:29:46
6,242,2023-11-02,2023-11-19,13:02:48,02:08:05
13,734,2023-03-24,2023-11-14,16:07:39,09:13:09
12,302,2023-02-15,2023-10-29,05:57:13,07:33:25
